Result,ST1_x,ST2_x,CM1_x,CM2_x,LM_x,RM_x,CB1_x,CB2_x,LB_x,RB_x,GK_x,ST1_y,ST2_y,CM1_y,CM2_y,LM_y,RM_y,CB1_y,CB2_y,LB_y,RB_y,GK_y
w_home,79,78,84,81,84,81,79,79,79,79,85,73,73,78,72,72,61,77,75,73,76,72
draw,76,76,74,76,69,75,77,75,73,76,80,73,73,78,72,72,61,77,75,73,76,72
w_home,89,92,86,83,85,88,88,85,82,82,86,73,73,78,72,72,61,77,75,73,76,72
draw,73,74,74,73,75,72,76,75,75,75,77,73,73,78,72,72,61,77,75,73,76,72
draw,75,75,76,75,71,75,74,74,74,73,73,73,73,78,72,72,61,77,75,73,76,72
w_home,75,73,74,77,71,69,74,73,73,73,77,73,73,78,72,72,61,77,75,73,76,72
w_away,72,74,76,74,75,71,71,71,73,74,70,73,73,78,72,72,61,77,75,73,76,72
w_away,84,82,82,78,80,79,82,82,76,76,81,73,73,78,72,72,61,77,75,73,76,72
w_home,76,77,79,77,77,73,77,76,73,75,77,73,73,78,72,72,61,77,75,73,76,72
draw,74,74,77,75,76,73,75,75,74,79,78,73,73,78,72,72,61,77,75,73,76,72
draw,73,79,74,72,73,77,75,75,72,75,77,73,73,78,72,72,61,77,75,73,76,72
w_home,73,75,78,75,75,72,75,73,73,73,76,73,73,78,72,72,61,77,75,73,76,72
w_away,82,76,82,82,84,77,79,75,74,78,80,89,92,86,83,85,88,88,85,82,82,86
w_home,73,75,80,75,75,75,79,78,75,74,80,89,92,86,83,85,88,88,85,82,82,86
w_away,74,71,78,76,75,74,75,75,75,73,75,89,92,86,83,85,88,88,85,82,82,86
w_home,77,82,80,75,78,78,80,78,72,76,79,89,92,86,83,85,88,88,85,82,82,86
w_home,78,78,78,77,74,69,78,78,75,78,82,89,92,86,83,85,88,88,85,82,82,86
w_away,71,79,78,78,72,76,80,77,75,75,79,89,92,86,83,85,88,88,85,82,82,86
w_away,79,76,78,80,76,63,80,79,77,76,84,89,92,86,83,85,88,88,85,82,82,86
w_home,79,78,84,81,84,81,79,79,79,79,85,89,92,86,83,85,88,88,85,82,82,86
draw,76,76,74,76,69,75,77,75,73,76,80,89,92,86,83,85,88,88,85,82,82,86
w_home,73,74,74,73,75,72,76,75,75,75,77,89,92,86,83,85,88,88,85,82,82,86
w_away,75,75,76,75,71,75,74,74,74,73,73,89,92,86,83,85,88,88,85,82,82,86
w_away,75,73,74,77,71,69,74,73,73,73,77,89,92,86,83,85,88,88,85,82,82,86
w_away,73,73,78,72,72,61,77,75,73,76,72,89,92,86,83,85,88,88,85,82,82,86
w_away,72,74,76,74,75,71,71,71,73,74,70,89,92,86,83,85,88,88,85,82,82,86
w_away,84,82,82,78,80,79,82,82,76,76,81,89,92,86,83,85,88,88,85,82,82,86
w_away,76,77,79,77,77,73,77,76,73,75,77,89,92,86,83,85,88,88,85,82,82,86
draw,74,74,77,75,76,73,75,75,74,79,78,89,92,86,83,85,88,88,85,82,82,86
w_away,73,79,74,72,73,77,75,75,72,75,77,89,92,86,83,85,88,88,85,82,82,86
w_away,73,75,78,75,75,72,75,73,73,73,76,89,92,86,83,85,88,88,85,82,82,86
w_away,86,84,88,83,83,82,81,80,81,80,90,89,92,86,83,85,88,88,85,82,82,86
w_home,87,86,89,85,82,80,89,81,83,81,87,89,92,86,83,85,88,88,85,82,82,86
w_home,82,76,82,82,84,77,79,75,74,78,80,72,74,76,74,75,71,71,71,73,74,70
w_home,73,75,80,75,75,75,79,78,75,74,80,72,74,76,74,75,71,71,71,73,74,70
w_home,74,71,78,76,75,74,75,75,75,73,75,72,74,76,74,75,71,71,71,73,74,70
w_home,77,82,80,75,78,78,80,78,72,76,79,72,74,76,74,75,71,71,71,73,74,70
w_away,78,78,78,77,74,69,78,78,75,78,82,72,74,76,74,75,71,71,71,73,74,70
w_away,71,79,78,78,72,76,80,77,75,75,79,72,74,76,74,75,71,71,71,73,74,70
w_home,79,76,78,80,76,63,80,79,77,76,84,72,74,76,74,75,71,71,71,73,74,70
w_away,79,78,84,81,84,81,79,79,79,79,85,72,74,76,74,75,71,71,71,73,74,70
w_home,76,76,74,76,69,75,77,75,73,76,80,72,74,76,74,75,71,71,71,73,74,70
w_home,89,92,86,83,85,88,88,85,82,82,86,72,74,76,74,75,71,71,71,73,74,70
draw,73,74,74,73,75,72,76,75,75,75,77,72,74,76,74,75,71,71,71,73,74,70
w_home,75,75,76,75,71,75,74,74,74,73,73,72,74,76,74,75,71,71,71,73,74,70
w_home,75,73,74,77,71,69,74,73,73,73,77,72,74,76,74,75,71,71,71,73,74,70
w_home,73,73,78,72,72,61,77,75,73,76,72,72,74,76,74,75,71,71,71,73,74,70
draw,84,82,82,78,80,79,82,82,76,76,81,72,74,76,74,75,71,71,71,73,74,70
w_home,76,77,79,77,77,73,77,76,73,75,77,72,74,76,74,75,71,71,71,73,74,70
w_home,74,74,77,75,76,73,75,75,74,79,78,72,74,76,74,75,71,71,71,73,74,70
draw,73,79,74,72,73,77,75,75,72,75,77,72,74,76,74,75,71,71,71,73,74,70
w_home,73,75,78,75,75,72,75,73,73,73,76,72,74,76,74,75,71,71,71,73,74,70
draw,82,76,82,82,84,77,79,75,74,78,80,73,74,74,73,75,72,76,75,75,75,77
draw,73,75,80,75,75,75,79,78,75,74,80,73,74,74,73,75,72,76,75,75,75,77
draw,74,71,78,76,75,74,75,75,75,73,75,73,74,74,73,75,72,76,75,75,75,77
draw,77,82,80,75,78,78,80,78,72,76,79,73,74,74,73,75,72,76,75,75,75,77
w_away,78,78,78,77,74,69,78,78,75,78,82,73,74,74,73,75,72,76,75,75,75,77
w_away,71,79,78,78,72,76,80,77,75,75,79,73,74,74,73,75,72,76,75,75,75,77
w_home,79,76,78,80,76,63,80,79,77,76,84,73,74,74,73,75,72,76,75,75,75,77
draw,79,78,84,81,84,81,79,79,79,79,85,73,74,74,73,75,72,76,75,75,75,77
w_away,76,76,74,76,69,75,77,75,73,76,80,73,74,74,73,75,72,76,75,75,75,77
w_home,89,92,86,83,85,88,88,85,82,82,86,73,74,74,73,75,72,76,75,75,75,77
w_away,75,75,76,75,71,75,74,74,74,73,73,73,74,74,73,75,72,76,75,75,75,77
w_home,75,73,74,77,71,69,74,73,73,73,77,73,74,74,73,75,72,76,75,75,75,77
w_home,73,73,78,72,72,61,77,75,73,76,72,73,74,74,73,75,72,76,75,75,75,77
draw,72,74,76,74,75,71,71,71,73,74,70,73,74,74,73,75,72,76,75,75,75,77
draw,84,82,82,78,80,79,82,82,76,76,81,73,74,74,73,75,72,76,75,75,75,77
w_away,76,77,79,77,77,73,77,76,73,75,77,73,74,74,73,75,72,76,75,75,75,77
w_home,74,74,77,75,76,73,75,75,74,79,78,73,74,74,73,75,72,76,75,75,75,77
draw,73,79,74,72,73,77,75,75,72,75,77,73,74,74,73,75,72,76,75,75,75,77
draw,73,75,78,75,75,72,75,73,73,73,76,73,74,74,73,75,72,76,75,75,75,77
draw,82,76,82,82,84,77,79,75,74,78,80,84,82,82,78,80,79,82,82,76,76,81
w_away,73,75,80,75,75,75,79,78,75,74,80,84,82,82,78,80,79,82,82,76,76,81
draw,74,71,78,76,75,74,75,75,75,73,75,84,82,82,78,80,79,82,82,76,76,81
w_away,77,82,80,75,78,78,80,78,72,76,79,84,82,82,78,80,79,82,82,76,76,81
draw,78,78,78,77,74,69,78,78,75,78,82,84,82,82,78,80,79,82,82,76,76,81
w_home,71,79,78,78,72,76,80,77,75,75,79,84,82,82,78,80,79,82,82,76,76,81
w_home,79,76,78,80,76,63,80,79,77,76,84,84,82,82,78,80,79,82,82,76,76,81
w_home,79,78,84,81,84,81,79,79,79,79,85,84,82,82,78,80,79,82,82,76,76,81
w_home,76,76,74,76,69,75,77,75,73,76,80,84,82,82,78,80,79,82,82,76,76,81
w_home,89,92,86,83,85,88,88,85,82,82,86,84,82,82,78,80,79,82,82,76,76,81
w_home,73,74,74,73,75,72,76,75,75,75,77,84,82,82,78,80,79,82,82,76,76,81
draw,75,75,76,75,71,75,74,74,74,73,73,84,82,82,78,80,79,82,82,76,76,81
w_away,75,73,74,77,71,69,74,73,73,73,77,84,82,82,78,80,79,82,82,76,76,81
w_away,73,73,78,72,72,61,77,75,73,76,72,84,82,82,78,80,79,82,82,76,76,81
w_home,72,74,76,74,75,71,71,71,73,74,70,84,82,82,78,80,79,82,82,76,76,81
draw,76,77,79,77,77,73,77,76,73,75,77,84,82,82,78,80,79,82,82,76,76,81
w_home,74,74,77,75,76,73,75,75,74,79,78,84,82,82,78,80,79,82,82,76,76,81
draw,73,79,74,72,73,77,75,75,72,75,77,84,82,82,78,80,79,82,82,76,76,81
w_home,73,75,78,75,75,72,75,73,73,73,76,84,82,82,78,80,79,82,82,76,76,81
w_home,84,89,85,85,83,81,90,84,85,83,91,84,82,82,78,80,79,82,82,76,76,81
w_home,82,80,88,85,82,82,82,82,81,80,85,84,82,82,78,80,79,82,82,76,76,81
draw,78,76,79,78,74,75,76,76,74,74,71,84,82,82,78,80,79,82,82,76,76,81
w_away,82,76,82,82,84,77,79,75,74,78,80,77,82,80,75,78,78,80,78,72,76,79
w_away,73,75,80,75,75,75,79,78,75,74,80,77,82,80,75,78,78,80,78,72,76,79
w_home,74,71,78,76,75,74,75,75,75,73,75,77,82,80,75,78,78,80,78,72,76,79
w_away,78,78,78,77,74,69,78,78,75,78,82,77,82,80,75,78,78,80,78,72,76,79
w_home,71,79,78,78,72,76,80,77,75,75,79,77,82,80,75,78,78,80,78,72,76,79
w_away,79,76,78,80,76,63,80,79,77,76,84,77,82,80,75,78,78,80,78,72,76,79
draw,79,78,84,81,84,81,79,79,79,79,85,77,82,80,75,78,78,80,78,72,76,79
w_home,76,76,74,76,69,75,77,75,73,76,80,77,82,80,75,78,78,80,78,72,76,79
w_home,89,92,86,83,85,88,88,85,82,82,86,77,82,80,75,78,78,80,78,72,76,79
draw,73,74,74,73,75,72,76,75,75,75,77,77,82,80,75,78,78,80,78,72,76,79
w_away,75,75,76,75,71,75,74,74,74,73,73,77,82,80,75,78,78,80,78,72,76,79
w_away,75,73,74,77,71,69,74,73,73,73,77,77,82,80,75,78,78,80,78,72,76,79
w_away,73,73,78,72,72,61,77,75,73,76,72,77,82,80,75,78,78,80,78,72,76,79
w_away,72,74,76,74,75,71,71,71,73,74,70,77,82,80,75,78,78,80,78,72,76,79
draw,84,82,82,78,80,79,82,82,76,76,81,77,82,80,75,78,78,80,78,72,76,79
w_home,76,77,79,77,77,73,77,76,73,75,77,77,82,80,75,78,78,80,78,72,76,79
draw,74,74,77,75,76,73,75,75,74,79,78,77,82,80,75,78,78,80,78,72,76,79
draw,73,79,74,72,73,77,75,75,72,75,77,77,82,80,75,78,78,80,78,72,76,79
w_away,73,75,78,75,75,72,75,73,73,73,76,77,82,80,75,78,78,80,78,72,76,79
w_home,82,76,82,82,84,77,79,75,74,78,80,76,76,74,76,69,75,77,75,73,76,80
w_home,73,75,80,75,75,75,79,78,75,74,80,76,76,74,76,69,75,77,75,73,76,80
w_away,74,71,78,76,75,74,75,75,75,73,75,76,76,74,76,69,75,77,75,73,76,80
w_home,77,82,80,75,78,78,80,78,72,76,79,76,76,74,76,69,75,77,75,73,76,80
w_home,78,78,78,77,74,69,78,78,75,78,82,76,76,74,76,69,75,77,75,73,76,80
w_home,71,79,78,78,72,76,80,77,75,75,79,76,76,74,76,69,75,77,75,73,76,80
w_home,79,76,78,80,76,63,80,79,77,76,84,76,76,74,76,69,75,77,75,73,76,80
draw,79,78,84,81,84,81,79,79,79,79,85,76,76,74,76,69,75,77,75,73,76,80
w_home,89,92,86,83,85,88,88,85,82,82,86,76,76,74,76,69,75,77,75,73,76,80
draw,73,74,74,73,75,72,76,75,75,75,77,76,76,74,76,69,75,77,75,73,76,80
w_away,75,75,76,75,71,75,74,74,74,73,73,76,76,74,76,69,75,77,75,73,76,80
draw,75,73,74,77,71,69,74,73,73,73,77,76,76,74,76,69,75,77,75,73,76,80
w_away,73,73,78,72,72,61,77,75,73,76,72,76,76,74,76,69,75,77,75,73,76,80
draw,72,74,76,74,75,71,71,71,73,74,70,76,76,74,76,69,75,77,75,73,76,80
draw,84,82,82,78,80,79,82,82,76,76,81,76,76,74,76,69,75,77,75,73,76,80
w_home,76,77,79,77,77,73,77,76,73,75,77,76,76,74,76,69,75,77,75,73,76,80
w_home,74,74,77,75,76,73,75,75,74,79,78,76,76,74,76,69,75,77,75,73,76,80
w_home,73,79,74,72,73,77,75,75,72,75,77,76,76,74,76,69,75,77,75,73,76,80
w_home,73,75,78,75,75,72,75,73,73,73,76,76,76,74,76,69,75,77,75,73,76,80
w_home,82,76,82,82,84,77,79,75,74,78,80,75,73,74,77,71,69,74,73,73,73,77
w_home,73,75,80,75,75,75,79,78,75,74,80,75,73,74,77,71,69,74,73,73,73,77
draw,74,71,78,76,75,74,75,75,75,73,75,75,73,74,77,71,69,74,73,73,73,77
w_home,77,82,80,75,78,78,80,78,72,76,79,75,73,74,77,71,69,74,73,73,73,77
draw,78,78,78,77,74,69,78,78,75,78,82,75,73,74,77,71,69,74,73,73,73,77
w_home,71,79,78,78,72,76,80,77,75,75,79,75,73,74,77,71,69,74,73,73,73,77
draw,79,76,78,80,76,63,80,79,77,76,84,75,73,74,77,71,69,74,73,73,73,77
w_home,79,78,84,81,84,81,79,79,79,79,85,75,73,74,77,71,69,74,73,73,73,77
draw,76,76,74,76,69,75,77,75,73,76,80,75,73,74,77,71,69,74,73,73,73,77
w_home,89,92,86,83,85,88,88,85,82,82,86,75,73,74,77,71,69,74,73,73,73,77
draw,73,74,74,73,75,72,76,75,75,75,77,75,73,74,77,71,69,74,73,73,73,77
w_away,75,75,76,75,71,75,74,74,74,73,73,75,73,74,77,71,69,74,73,73,73,77
w_home,73,73,78,72,72,61,77,75,73,76,72,75,73,74,77,71,69,74,73,73,73,77
draw,72,74,76,74,75,71,71,71,73,74,70,75,73,74,77,71,69,74,73,73,73,77
w_home,84,82,82,78,80,79,82,82,76,76,81,75,73,74,77,71,69,74,73,73,73,77
w_home,76,77,79,77,77,73,77,76,73,75,77,75,73,74,77,71,69,74,73,73,73,77
w_home,74,74,77,75,76,73,75,75,74,79,78,75,73,74,77,71,69,74,73,73,73,77
w_away,73,79,74,72,73,77,75,75,72,75,77,75,73,74,77,71,69,74,73,73,73,77
w_home,73,75,78,75,75,72,75,73,73,73,76,75,73,74,77,71,69,74,73,73,73,77
w_home,82,76,82,82,84,77,79,75,74,78,80,79,76,78,80,76,63,80,79,77,76,84
draw,73,75,80,75,75,75,79,78,75,74,80,79,76,78,80,76,63,80,79,77,76,84
draw,74,71,78,76,75,74,75,75,75,73,75,79,76,78,80,76,63,80,79,77,76,84
w_home,77,82,80,75,78,78,80,78,72,76,79,79,76,78,80,76,63,80,79,77,76,84
draw,78,78,78,77,74,69,78,78,75,78,82,79,76,78,80,76,63,80,79,77,76,84
draw,71,79,78,78,72,76,80,77,75,75,79,79,76,78,80,76,63,80,79,77,76,84
w_home,79,78,84,81,84,81,79,79,79,79,85,79,76,78,80,76,63,80,79,77,76,84
w_home,76,76,74,76,69,75,77,75,73,76,80,79,76,78,80,76,63,80,79,77,76,84
w_home,89,92,86,83,85,88,88,85,82,82,86,79,76,78,80,76,63,80,79,77,76,84
w_away,73,74,74,73,75,72,76,75,75,75,77,79,76,78,80,76,63,80,79,77,76,84
w_away,75,75,76,75,71,75,74,74,74,73,73,79,76,78,80,76,63,80,79,77,76,84
draw,75,73,74,77,71,69,74,73,73,73,77,79,76,78,80,76,63,80,79,77,76,84
w_away,73,73,78,72,72,61,77,75,73,76,72,79,76,78,80,76,63,80,79,77,76,84
w_away,72,74,76,74,75,71,71,71,73,74,70,79,76,78,80,76,63,80,79,77,76,84
w_away,84,82,82,78,80,79,82,82,76,76,81,79,76,78,80,76,63,80,79,77,76,84
w_home,76,77,79,77,77,73,77,76,73,75,77,79,76,78,80,76,63,80,79,77,76,84
draw,74,74,77,75,76,73,75,75,74,79,78,79,76,78,80,76,63,80,79,77,76,84
w_away,73,79,74,72,73,77,75,75,72,75,77,79,76,78,80,76,63,80,79,77,76,84
draw,73,75,78,75,75,72,75,73,73,73,76,79,76,78,80,76,63,80,79,77,76,84
w_home,82,76,82,82,84,77,79,75,74,78,80,71,79,78,78,72,76,80,77,75,75,79
w_away,73,75,80,75,75,75,79,78,75,74,80,71,79,78,78,72,76,80,77,75,75,79
w_home,74,71,78,76,75,74,75,75,75,73,75,71,79,78,78,72,76,80,77,75,75,79
w_home,77,82,80,75,78,78,80,78,72,76,79,71,79,78,78,72,76,80,77,75,75,79
w_home,78,78,78,77,74,69,78,78,75,78,82,71,79,78,78,72,76,80,77,75,75,79
w_home,79,76,78,80,76,63,80,79,77,76,84,71,79,78,78,72,76,80,77,75,75,79
w_away,79,78,84,81,84,81,79,79,79,79,85,71,79,78,78,72,76,80,77,75,75,79
w_away,76,76,74,76,69,75,77,75,73,76,80,71,79,78,78,72,76,80,77,75,75,79
draw,89,92,86,83,85,88,88,85,82,82,86,71,79,78,78,72,76,80,77,75,75,79
draw,73,74,74,73,75,72,76,75,75,75,77,71,79,78,78,72,76,80,77,75,75,79
draw,75,75,76,75,71,75,74,74,74,73,73,71,79,78,78,72,76,80,77,75,75,79
w_home,75,73,74,77,71,69,74,73,73,73,77,71,79,78,78,72,76,80,77,75,75,79
draw,73,73,78,72,72,61,77,75,73,76,72,71,79,78,78,72,76,80,77,75,75,79
w_away,72,74,76,74,75,71,71,71,73,74,70,71,79,78,78,72,76,80,77,75,75,79
draw,84,82,82,78,80,79,82,82,76,76,81,71,79,78,78,72,76,80,77,75,75,79
draw,76,77,79,77,77,73,77,76,73,75,77,71,79,78,78,72,76,80,77,75,75,79
w_home,74,74,77,75,76,73,75,75,74,79,78,71,79,78,78,72,76,80,77,75,75,79
draw,73,79,74,72,73,77,75,75,72,75,77,71,79,78,78,72,76,80,77,75,75,79
w_away,73,75,78,75,75,72,75,73,73,73,76,71,79,78,78,72,76,80,77,75,75,79
draw,82,76,82,82,84,77,79,75,74,78,80,74,71,78,76,75,74,75,75,75,73,75
draw,73,75,80,75,75,75,79,78,75,74,80,74,71,78,76,75,74,75,75,75,73,75
w_home,77,82,80,75,78,78,80,78,72,76,79,74,71,78,76,75,74,75,75,75,73,75
draw,78,78,78,77,74,69,78,78,75,78,82,74,71,78,76,75,74,75,75,75,73,75
draw,71,79,78,78,72,76,80,77,75,75,79,74,71,78,76,75,74,75,75,75,73,75
w_home,79,76,78,80,76,63,80,79,77,76,84,74,71,78,76,75,74,75,75,75,73,75
w_home,79,78,84,81,84,81,79,79,79,79,85,74,71,78,76,75,74,75,75,75,73,75
w_away,76,76,74,76,69,75,77,75,73,76,80,74,71,78,76,75,74,75,75,75,73,75
w_home,89,92,86,83,85,88,88,85,82,82,86,74,71,78,76,75,74,75,75,75,73,75
draw,73,74,74,73,75,72,76,75,75,75,77,74,71,78,76,75,74,75,75,75,73,75
w_home,75,75,76,75,71,75,74,74,74,73,73,74,71,78,76,75,74,75,75,75,73,75
draw,75,73,74,77,71,69,74,73,73,73,77,74,71,78,76,75,74,75,75,75,73,75
w_away,73,73,78,72,72,61,77,75,73,76,72,74,71,78,76,75,74,75,75,75,73,75
w_away,72,74,76,74,75,71,71,71,73,74,70,74,71,78,76,75,74,75,75,75,73,75
w_away,84,82,82,78,80,79,82,82,76,76,81,74,71,78,76,75,74,75,75,75,73,75
w_home,76,77,79,77,77,73,77,76,73,75,77,74,71,78,76,75,74,75,75,75,73,75
w_away,74,74,77,75,76,73,75,75,74,79,78,74,71,78,76,75,74,75,75,75,73,75
draw,73,79,74,72,73,77,75,75,72,75,77,74,71,78,76,75,74,75,75,75,73,75
w_home,73,75,78,75,75,72,75,73,73,73,76,74,71,78,76,75,74,75,75,75,73,75
w_home,82,76,82,82,84,77,79,75,74,78,80,73,75,78,75,75,72,75,73,73,73,76
w_away,73,75,80,75,75,75,79,78,75,74,80,73,75,78,75,75,72,75,73,73,73,76
w_away,74,71,78,76,75,74,75,75,75,73,75,73,75,78,75,75,72,75,73,73,73,76
w_home,77,82,80,75,78,78,80,78,72,76,79,73,75,78,75,75,72,75,73,73,73,76
w_home,78,78,78,77,74,69,78,78,75,78,82,73,75,78,75,75,72,75,73,73,73,76
w_home,71,79,78,78,72,76,80,77,75,75,79,73,75,78,75,75,72,75,73,73,73,76
w_home,79,76,78,80,76,63,80,79,77,76,84,73,75,78,75,75,72,75,73,73,73,76
w_home,79,78,84,81,84,81,79,79,79,79,85,73,75,78,75,75,72,75,73,73,73,76
draw,76,76,74,76,69,75,77,75,73,76,80,73,75,78,75,75,72,75,73,73,73,76
w_home,89,92,86,83,85,88,88,85,82,82,86,73,75,78,75,75,72,75,73,73,73,76
w_away,73,74,74,73,75,72,76,75,75,75,77,73,75,78,75,75,72,75,73,73,73,76
draw,75,75,76,75,71,75,74,74,74,73,73,73,75,78,75,75,72,75,73,73,73,76
w_home,75,73,74,77,71,69,74,73,73,73,77,73,75,78,75,75,72,75,73,73,73,76
w_away,73,73,78,72,72,61,77,75,73,76,72,73,75,78,75,75,72,75,73,73,73,76
w_away,72,74,76,74,75,71,71,71,73,74,70,73,75,78,75,75,72,75,73,73,73,76
draw,84,82,82,78,80,79,82,82,76,76,81,73,75,78,75,75,72,75,73,73,73,76
w_home,76,77,79,77,77,73,77,76,73,75,77,73,75,78,75,75,72,75,73,73,73,76
w_away,74,74,77,75,76,73,75,75,74,79,78,73,75,78,75,75,72,75,73,73,73,76
w_home,73,79,74,72,73,77,75,75,72,75,77,73,75,78,75,75,72,75,73,73,73,76
w_away,82,76,82,82,84,77,79,75,74,78,80,73,75,80,75,75,75,79,78,75,74,80
w_home,74,71,78,76,75,74,75,75,75,73,75,73,75,80,75,75,75,79,78,75,74,80
w_home,77,82,80,75,78,78,80,78,72,76,79,73,75,80,75,75,75,79,78,75,74,80
draw,78,78,78,77,74,69,78,78,75,78,82,73,75,80,75,75,75,79,78,75,74,80
draw,71,79,78,78,72,76,80,77,75,75,79,73,75,80,75,75,75,79,78,75,74,80
w_home,79,76,78,80,76,63,80,79,77,76,84,73,75,80,75,75,75,79,78,75,74,80
draw,79,78,84,81,84,81,79,79,79,79,85,73,75,80,75,75,75,79,78,75,74,80
w_home,76,76,74,76,69,75,77,75,73,76,80,73,75,80,75,75,75,79,78,75,74,80
w_home,89,92,86,83,85,88,88,85,82,82,86,73,75,80,75,75,75,79,78,75,74,80
w_home,73,74,74,73,75,72,76,75,75,75,77,73,75,80,75,75,75,79,78,75,74,80
draw,75,75,76,75,71,75,74,74,74,73,73,73,75,80,75,75,75,79,78,75,74,80
w_away,75,73,74,77,71,69,74,73,73,73,77,73,75,80,75,75,75,79,78,75,74,80
w_away,73,73,78,72,72,61,77,75,73,76,72,73,75,80,75,75,75,79,78,75,74,80
w_home,72,74,76,74,75,71,71,71,73,74,70,73,75,80,75,75,75,79,78,75,74,80
w_home,84,82,82,78,80,79,82,82,76,76,81,73,75,80,75,75,75,79,78,75,74,80
draw,76,77,79,77,77,73,77,76,73,75,77,73,75,80,75,75,75,79,78,75,74,80
w_away,74,74,77,75,76,73,75,75,74,79,78,73,75,80,75,75,75,79,78,75,74,80
w_home,73,79,74,72,73,77,75,75,72,75,77,73,75,80,75,75,75,79,78,75,74,80
w_home,73,75,78,75,75,72,75,73,73,73,76,73,75,80,75,75,75,79,78,75,74,80
w_away,82,76,82,82,84,77,79,75,74,78,80,79,78,84,81,84,81,79,79,79,79,85
w_home,73,75,80,75,75,75,79,78,75,74,80,79,78,84,81,84,81,79,79,79,79,85
w_away,74,71,78,76,75,74,75,75,75,73,75,79,78,84,81,84,81,79,79,79,79,85
draw,77,82,80,75,78,78,80,78,72,76,79,79,78,84,81,84,81,79,79,79,79,85
draw,78,78,78,77,74,69,78,78,75,78,82,79,78,84,81,84,81,79,79,79,79,85
w_home,71,79,78,78,72,76,80,77,75,75,79,79,78,84,81,84,81,79,79,79,79,85
w_away,79,76,78,80,76,63,80,79,77,76,84,79,78,84,81,84,81,79,79,79,79,85
w_away,76,76,74,76,69,75,77,75,73,76,80,79,78,84,81,84,81,79,79,79,79,85
w_home,89,92,86,83,85,88,88,85,82,82,86,79,78,84,81,84,81,79,79,79,79,85
w_home,73,74,74,73,75,72,76,75,75,75,77,79,78,84,81,84,81,79,79,79,79,85
w_away,75,75,76,75,71,75,74,74,74,73,73,79,78,84,81,84,81,79,79,79,79,85
w_away,75,73,74,77,71,69,74,73,73,73,77,79,78,84,81,84,81,79,79,79,79,85
draw,73,73,78,72,72,61,77,75,73,76,72,79,78,84,81,84,81,79,79,79,79,85
w_away,72,74,76,74,75,71,71,71,73,74,70,79,78,84,81,84,81,79,79,79,79,85
w_home,84,82,82,78,80,79,82,82,76,76,81,79,78,84,81,84,81,79,79,79,79,85
w_away,76,77,79,77,77,73,77,76,73,75,77,79,78,84,81,84,81,79,79,79,79,85
draw,74,74,77,75,76,73,75,75,74,79,78,79,78,84,81,84,81,79,79,79,79,85
draw,73,79,74,72,73,77,75,75,72,75,77,79,78,84,81,84,81,79,79,79,79,85
w_away,73,75,78,75,75,72,75,73,73,73,76,79,78,84,81,84,81,79,79,79,79,85
w_away,89,87,91,87,90,86,86,84,84,84,86,79,78,84,81,84,81,79,79,79,79,85
w_home,91,84,94,89,86,82,88,87,87,84,89,79,78,84,81,84,81,79,79,79,79,85
draw,83,78,82,78,78,78,80,79,81,80,83,79,78,84,81,84,81,79,79,79,79,85
draw,76,74,82,80,82,74,75,71,70,75,77,79,78,84,81,84,81,79,79,79,79,85
w_home,82,76,82,82,84,77,79,75,74,78,80,78,78,78,77,74,69,78,78,75,78,82
w_home,73,75,80,75,75,75,79,78,75,74,80,78,78,78,77,74,69,78,78,75,78,82
w_home,74,71,78,76,75,74,75,75,75,73,75,78,78,78,77,74,69,78,78,75,78,82
draw,77,82,80,75,78,78,80,78,72,76,79,78,78,78,77,74,69,78,78,75,78,82
w_home,71,79,78,78,72,76,80,77,75,75,79,78,78,78,77,74,69,78,78,75,78,82
w_away,79,76,78,80,76,63,80,79,77,76,84,78,78,78,77,74,69,78,78,75,78,82
w_home,79,78,84,81,84,81,79,79,79,79,85,78,78,78,77,74,69,78,78,75,78,82
w_away,76,76,74,76,69,75,77,75,73,76,80,78,78,78,77,74,69,78,78,75,78,82
w_home,89,92,86,83,85,88,88,85,82,82,86,78,78,78,77,74,69,78,78,75,78,82
w_away,73,74,74,73,75,72,76,75,75,75,77,78,78,78,77,74,69,78,78,75,78,82
draw,75,75,76,75,71,75,74,74,74,73,73,78,78,78,77,74,69,78,78,75,78,82
w_away,75,73,74,77,71,69,74,73,73,73,77,78,78,78,77,74,69,78,78,75,78,82
draw,73,73,78,72,72,61,77,75,73,76,72,78,78,78,77,74,69,78,78,75,78,82
draw,72,74,76,74,75,71,71,71,73,74,70,78,78,78,77,74,69,78,78,75,78,82
w_away,84,82,82,78,80,79,82,82,76,76,81,78,78,78,77,74,69,78,78,75,78,82
draw,76,77,79,77,77,73,77,76,73,75,77,78,78,78,77,74,69,78,78,75,78,82
w_away,74,74,77,75,76,73,75,75,74,79,78,78,78,78,77,74,69,78,78,75,78,82
w_away,73,79,74,72,73,77,75,75,72,75,77,78,78,78,77,74,69,78,78,75,78,82
draw,73,75,78,75,75,72,75,73,73,73,76,78,78,78,77,74,69,78,78,75,78,82
w_home,73,75,80,75,75,75,79,78,75,74,80,82,76,82,82,84,77,79,75,74,78,80
draw,74,71,78,76,75,74,75,75,75,73,75,82,76,82,82,84,77,79,75,74,78,80
w_home,77,82,80,75,78,78,80,78,72,76,79,82,76,82,82,84,77,79,75,74,78,80
